,民國110年02月,,,,,,,Feb-21,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月底收盤價,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),End-of-,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,Month,Price of,Date of,Price of,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Closing,Monthly,Monthly,Monthly,Monthly,Turnover
,,,,(Note 1),(Note 2),Price,High,High,Low,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
073739 聯電統一06購03,"41,180","10,000",5,4.12,4.07,3.92,4.2,2月17日,3.92,2月24日,
073740 聯電統一06購04,"30,610","10,000",2,3.06,3.07,3.07,3.07,2月2日,3.06,2月2日,
073741 聯電統一06購05,"507,160","162,000",36,3.13,2.91,2.85,3.41,2月18日,2.52,2月3日,
073742 鴻海統一07購01,"4,910","1,000",1,4.91,4.91,4.91,4.91,2月26日,4.91,2月26日,
073743 聯發科統一06購01,"23,900","10,000",1,2.39,2.39,2.39,2.39,2月1日,2.39,2月1日,
073744 大立光統一06購04,"783,480","721,000",28,1.09,1.1,1.02,1.37,2月23日,0.85,2月5日,
073745 健鼎統一04購01,"185,180","92,000",11,2.01,1.96,2.13,2.16,2月26日,1.84,2月25日,
073746 玉晶光統一05購04,"2,800","10,000",1,0.28,0.28,0.28,0.28,2月4日,0.28,2月4日,
073747 玉晶光統一08購02,"652,640","1,204,000",53,0.54,0.53,0.47,0.68,2月3日,0.43,2月17日,
073748 同欣電統一04購01,"285,100","100,000",9,2.85,2.83,2.88,2.96,2月22日,2.68,2月17日,
073750 T50反1元富08購09,"10,000","40,000",1,0.25,0.25,0.25,0.25,2月1日,0.25,2月1日,
073753 國巨元富08購10,"223,500","25,000",5,8.94,9.31,9.9,10.6,2月17日,7.45,2月1日,
073755 台積電元富08購24,"280,550","40,000",9,7.01,7,7.5,7.95,2月17日,5.8,2月1日,
073756 美律元富0A購01,"312,160","346,000",12,0.9,0.9,0.91,0.93,2月19日,0.85,2月17日,
073757 聯發科元富0A購01,"373,590","133,000",15,2.81,2.93,2.56,3.26,2月22日,2.56,2月26日,
073758 華新科元富05購01,"50,500","10,000",1,5.05,5.05,5.05,5.05,2月23日,5.05,2月23日,
073759 華新科元富07購01,"205,700","37,000",7,5.56,5.56,6.8,7.15,2月26日,4.69,2月1日,
073760 景碩元富08購03,"15,480","5,000",2,3.1,3.14,3.39,3.39,2月22日,2.9,2月18日,
073761 新日興元富08購01,"502,980","694,000",22,0.72,0.75,0.81,0.81,2月24日,0.68,2月5日,
073762 玉晶光元富08購03,"2,110","2,000",2,1.06,1.06,1.04,1.07,2月19日,1.04,2月24日,
073763 樺漢元富08購01,"1,473,910","645,000",95,2.29,2.27,2.08,2.6,2月3日,2.08,2月26日,
073764 國巨中信04購02,"198,670","46,000",18,4.32,4.22,4.34,4.59,2月3日,3.98,2月1日,
073765 欣興中信05購01,"593,470","661,000",46,0.9,0.81,0.82,1.25,2月24日,0.53,2月4日,
073766 智易中信08購01,"2,342,890","2,669,000",58,0.88,0.87,0.81,0.92,2月22日,0.78,2月1日,
073767 啟碁中信08購01,"407,280","681,000",15,0.6,0.59,0.56,0.63,2月24日,0.56,2月25日,
073768 南帝兆豐04購01,"2,586,490","3,199,000",111,0.81,0.79,0.92,1.07,2月25日,0.6,2月19日,
073769 鴻海兆豐04購03,"306,750","48,000",7,6.39,6.49,6.1,7.4,2月2日,5.75,2月19日,
073770 微星兆豐04購02,"1,194,330","1,254,000",47,0.95,1.11,1.82,1.93,2月23日,0.74,2月1日,
073771 聯詠兆豐04購01,"87,150","27,000",7,3.23,3.77,6.05,6.05,2月17日,2.59,2月1日,
073772 智易兆豐04購02,"2,154,310","3,078,000",52,0.7,0.72,0.59,0.8,2月5日,0.58,2月26日,
073773 TPK兆豐04購01,"421,130","2,060,000",17,0.2,0.21,0.37,0.37,2月26日,0.17,2月18日,
073774 緯穎兆豐05購01,"455,050","488,000",25,0.93,0.83,0.56,1.04,2月17日,0.56,2月26日,
073775 全新康和04購01,"1,786,270","833,000",69,2.14,2.13,1.57,2.64,2月22日,1.57,2月26日,
073776 大立光康和04購02,"142,630","163,000",7,0.88,0.99,1.45,1.45,2月22日,0.67,2月4日,
073777 儒鴻凱基04購01,"331,600","542,000",12,0.61,0.64,0.7,0.82,2月24日,0.51,2月5日,
073778 聚陽凱基04購01,"256,990","141,000",12,1.82,1.94,2.3,2.3,2月23日,1.66,2月18日,
073779 華城凱基04購01,"2,400","10,000",1,0.24,0.24,0.24,0.24,2月19日,0.24,2月19日,
073783 台達電凱基04購01,"55,950","13,000",6,4.3,4.39,4.26,4.89,2月19日,3.7,2月5日,
073786 友達凱基06購01,"946,530","260,000",31,3.64,3.93,5.4,6,2月25日,2.48,2月1日,
073787 美律凱基05購01,"33,000","150,000",1,0.22,0.22,0.22,0.22,2月3日,0.22,2月3日,
073788 大立光凱基04購09,"1,631,360","2,595,000",52,0.63,0.82,0.85,1.24,2月23日,0.48,2月1日,
073789 大立光凱基05購04,"1,236,600","1,194,000",71,1.04,1.13,1.42,1.71,2月23日,0.69,2月2日,
073790 大立光凱基06購04,"1,051,470","941,000",59,1.12,1.03,1,1.54,2月22日,0.59,2月2日,
073791 大立光凱基07購02,"244,010","297,000",26,0.82,0.85,1.01,1.4,2月22日,0.58,2月1日,
073792 景碩凱基04購01,"3,698,500","1,823,000",152,2.03,2.23,2.89,3.73,2月24日,0.8,2月1日,
073793 玉晶光凱基04購08,"90,550","195,000",14,0.46,0.41,0.46,0.54,2月3日,0.32,2月17日,
073795 力成凱基04購01,"750,670","478,000",38,1.57,1.59,1.65,1.85,2月22日,1.44,2月2日,
073796 滬深2X群益04購03,"92,880","36,000",12,2.58,2.37,1.68,3.26,2月5日,1.61,2月26日,
073797 寶齡群益04購01,"6,260","32,000",6,0.2,0.13,0.29,0.29,2月22日,0.03,2月18日,
073799 新興群益04購01,"742,140","555,000",40,1.34,1.35,1.45,1.66,2月22日,0.92,2月17日,
073801 大立光群益04購05,"87,120","114,000",26,0.76,0.84,0.92,0.92,2月18日,0.71,2月2日,
073802 大立光群益05購02,"1,449,320","1,462,000",39,0.99,1.04,1.6,1.6,2月24日,0.62,2月1日,
073803 大立光群益05購03,"1,905,150","1,322,000",37,1.44,1.72,2.05,2.77,2月22日,0.99,2月1日,
073804 信邦群益04購01,"92,820","34,000",12,2.73,2.72,2.87,2.91,2月3日,2.53,2月2日,
073805 健策群益04購01,"1,610,820","3,721,000",200,0.43,0.43,0.4,0.82,2月19日,0.25,2月2日,
073806 大聯大群益04購01,"620,480","526,000",34,1.18,1.11,1.26,1.27,2月24日,0.91,2月1日,
073808 聚陽統一05購01,"2,151,440","1,113,000",95,1.93,1.85,1.93,2.31,2月25日,1.49,2月1日,
073809 大亞統一06購02,"904,480","2,277,000",63,0.4,0.39,0.43,0.47,2月23日,0.29,2月1日,
073810 聯發科統一05購06,"4,600","2,000",1,2.3,2.3,2.3,2.3,2月2日,2.3,2月2日,
073811 大立光統一06購05,"4,172,600","2,951,000",78,1.41,1.58,1.6,2.2,2月25日,1.09,2月1日,
073813 新日興統一06購01,"1,754,560","1,951,000",39,0.9,0.91,0.88,0.98,2月22日,0.83,2月18日,
073815 華城元富08購01,"570,440","724,000",32,0.79,0.79,0.92,0.93,2月23日,0.7,2月5日,
073816 聯發科元富07購12,"1,823,310","622,000",7,2.93,2.77,2.99,3.02,2月3日,2.43,2月1日,
073817 聯發科元富0A購02,"1,804,070","1,000,000",124,1.8,1.81,1.56,2.05,2月17日,1.49,2月1日,
073818 大立光元富07購04,"1,999,930","850,000",45,2.35,2.07,2.13,2.87,2月25日,1.52,2月2日,
073819 大立光元富0A購01,"17,636,350","5,353,000",233,3.29,2.92,2.94,3.83,2月25日,2.06,2月1日,
073821 儒鴻麥證04購01,"128,230","132,000",9,0.97,0.9,1.14,1.14,2月24日,0.75,2月5日,
073824 義隆麥證04購01,"255,220","170,000",25,1.5,1.36,1.61,1.7,2月18日,1.23,2月5日,
073826 力成麥證04購01,"312,860","152,000",33,2.06,2.03,1.98,2.71,2月22日,1.67,2月1日,
073827 元黃金元大07購02,"631,640","2,091,000",12,0.3,0.24,0.17,0.33,2月1日,0.17,2月26日,
073828 滬深2X元大07購02,"1,300,330","520,000",30,2.5,2.89,1.81,4.53,2月18日,1.81,2月26日,
073829 滬深2X元大07購03,"7,296,960","2,491,000",35,2.93,2.89,2,4.58,2月17日,2,2月26日,
073830 道瓊銀元大05購01,"51,810","74,000",6,0.7,0.71,0.55,0.93,2月2日,0.55,2月26日,
073831 大成鋼元大04購01,"2,338,880","1,119,000",63,2.09,2.54,4.01,4.01,2月26日,1.61,2月5日,
073832 聯電元大04購11,"30,800","5,000",2,6.16,6.2,6,6.4,2月17日,6,2月23日,
073834 聯電元大04購13,"369,050","71,000",9,5.2,5.36,5.75,7.4,2月18日,3.98,2月1日,
073835 台達電元大04購02,"269,840","52,000",6,5.19,5.21,4.94,5.7,2月25日,4.94,2月26日,
073840 台積電元大04購14,"13,239,320","2,827,000",345,4.68,4.46,2.74,6.2,2月17日,2.62,2月1日,
073843 聯發科元大04購09,"398,650","122,000",5,3.27,3.24,3.64,3.64,2月2日,2.72,2月1日,
073844 聯發科元大04購10,"544,950","169,000",23,3.22,3.71,3.5,4.11,2月17日,2.66,2月1日,
073846 可成元大04購10,"388,300","614,000",4,0.63,0.58,0.53,0.73,2月2日,0.51,2月5日,
073847 可成元大04購11,"463,150","270,000",7,1.72,1.67,1.6,1.77,2月2日,1.53,2月24日,
073848 可成元大04購12,"270,020","286,000",19,0.94,0.98,0.94,1.22,2月2日,0.83,2月19日,
073849 大立光元大04購14,"1,003,310","802,000",5,1.25,1.28,1.54,1.54,2月18日,1.11,2月1日,
073850 聯陽元大04購02,"3,153,910","2,137,000",47,1.48,1.31,1.49,1.91,2月23日,0.68,2月19日,
073851 亞光元大04購01,"1,645,260","794,000",79,2.07,2.13,2.97,3.97,2月22日,1.1,2月1日,
073852 欣興元大04購03,"1,588,310","1,632,000",101,0.97,0.82,0.95,1.33,2月24日,0.49,2月4日,
073853 欣興元大04購04,"1,048,910","1,213,000",93,0.86,0.93,1.07,1.28,2月24日,0.55,2月4日,
073854 欣興元大04購05,"13,170","12,000",4,1.1,1.15,1.27,1.27,2月23日,0.95,2月2日,
073855 緯創元大04購01,"256,370","351,000",22,0.73,0.72,0.75,0.82,2月2日,0.61,2月19日,
073856 緯創元大04購02,"916,420","887,000",26,1.03,1.02,1.03,1.09,2月24日,0.95,2月4日,
073857 玉晶光元大06購03,"1,953,190","2,924,000",94,0.67,0.63,0.58,0.75,2月22日,0.51,2月17日,
073858 日月光元大04購03,"236,500","40,000",4,5.91,5.9,6.25,6.4,2月2日,5.45,2月1日,
073859 華城國票05購01,"64,490","178,000",9,0.36,0.37,0.34,0.44,2月22日,0.29,2月3日,
073860 永冠國票05購01,"113,950","675,000",7,0.17,0.18,0.21,0.21,2月23日,0.14,2月1日,
073862 微星國票05購01,"440,710","659,000",15,0.67,0.74,1.07,1.16,2月23日,0.52,2月5日,
073863 大立光國票05購05,"23,900","20,000",2,1.2,1.19,1.45,1.45,2月25日,0.94,2月5日,
073864 聯陽國票05購01,"792,440","580,000",47,1.37,1.18,1.74,1.96,2月23日,0.6,2月1日,
073865 晶技國票05購01,"1,195,950","616,000",16,1.94,1.79,2.1,2.74,2月19日,1.28,2月2日,
073866 玉晶光國票06購06,"1,543,230","2,428,000",36,0.64,0.59,0.48,0.78,2月22日,0.48,2月26日,
073867 創意國票05購01,"382,620","67,000",6,5.71,5.22,5.1,6.85,2月25日,3.16,2月1日,
073868 群創國票08購01,"16,235,100","5,934,000",99,2.74,3.13,4.22,4.8,2月25日,1.87,2月1日,
073869 彩晶國票07購01,"3,377,850","1,576,000",49,2.14,2.19,2.23,2.62,2月24日,1.77,2月1日,
073870 嘉聯益國票04購01,"154,380","88,000",5,1.75,1.74,1.79,1.8,2月2日,1.63,2月4日,
073871 台表科國票05購01,"830,400","965,000",34,0.86,0.91,0.69,1.18,2月2日,0.69,2月26日,
073874 華通富邦06購01,"157,640","370,000",11,0.43,0.39,0.42,0.45,2月22日,0.35,2月1日,
073875 聯發科富邦07購01,"4,273,050","2,041,000",58,2.09,2.14,1.8,2.43,2月17日,1.67,2月1日,
073876 群創富邦06購01,"96,960","30,000",15,3.23,3.29,3.65,3.65,2月22日,2.87,2月4日,
073877 台達化永豐04購02,"1,175,810","1,234,000",66,0.95,0.91,1.06,1.2,2月23日,0.65,2月1日,
073878 儒鴻永豐04購01,"3,705,230","2,848,000",79,1.3,1.36,1.74,1.74,2月24日,1.13,2月1日,
073879 聯發科永豐04購01,"11,252,220","3,544,000",113,3.18,3.52,3.7,4.11,2月17日,2.42,2月1日,
073880 瑞軒永豐04購02,"97,300","230,000",4,0.42,0.42,0.43,0.43,2月26日,0.41,2月1日,
073882 奇鋐永豐04購02,"73,340","206,000",38,0.36,0.36,0.34,0.41,2月3日,0.32,2月5日,
073885 臻鼎永豐04購01,"21,760","81,000",7,0.27,0.28,0.25,0.3,2月25日,0.25,2月26日,
073886 大立光中信04購01,"351,410","360,000",15,0.98,1.21,1.45,1.6,2月23日,0.8,2月2日,
073888 玉晶光中信06購01,"779,730","3,596,000",33,0.22,0.21,0.2,0.28,2月3日,0.17,2月17日,
073889 康舒中信04購01,"123,180","487,000",6,0.25,0.24,0.22,0.27,2月22日,0.22,2月25日,
073890 申豐中信04購02,420,"21,000",3,0.02,0.02,0.02,0.02,2月5日,0.02,2月5日,
073891 牧德兆豐05購01,"326,790","747,000",52,0.44,0.45,0.47,0.52,2月22日,0.34,2月1日,
073892 聯茂兆豐06購01,"6,186,370","6,399,000",106,0.97,0.89,0.98,1.07,2月26日,0.8,2月4日,
073893 GIS兆豐05購01,"12,600","45,000",1,0.28,0.28,0.28,0.28,2月5日,0.28,2月5日,
073894 聚陽國票05購01,"242,280","126,000",9,1.92,1.91,2.03,2.05,2月23日,1.73,2月19日,
073895 南帝國票05購01,"2,182,920","2,445,000",104,0.89,0.79,0.97,1.11,2月25日,0.58,2月1日,
073897 建準國票05購01,"44,120","136,000",8,0.32,0.31,0.35,0.35,2月25日,0.23,2月1日,
073898 可成國票05購04,"1,023,900","745,000",43,1.37,1.34,1.22,1.55,2月3日,1.22,2月26日,
073899 可成國票06購02,"627,200","430,000",21,1.46,1.46,1.44,1.62,2月2日,1.29,2月5日,
073900 TPK國票05購01,"43,200","170,000",2,0.25,0.26,0.26,0.26,2月17日,0.25,2月5日,
073901 正文國票05購01,"1,085,860","1,044,000",40,1.04,1.04,1.2,1.27,2月23日,0.78,2月3日,
073902 訊連國票05購01,"719,500","2,029,000",40,0.35,0.37,0.3,0.43,2月4日,0.28,2月26日,
073903 道瓊銀群益04購01,"84,450","75,000",6,1.13,1.21,1.06,1.44,2月2日,1.06,2月4日,
073904 台達化群益04購02,"2,084,510","2,993,000",72,0.7,0.63,0.7,0.8,2月23日,0.42,2月5日,
073905 儒鴻群益04購01,"348,690","281,000",33,1.24,1.25,1.63,1.63,2月24日,1.08,2月5日,
073906 鴻海群益04購02,"378,350","44,000",9,8.6,8.76,8.65,9.3,2月3日,7.5,2月23日,
073907 聯詠群益04購01,"185,450","18,000",9,10.3,10.76,9.4,12.2,2月17日,9.4,2月26日,
073908 智易群益04購02,"522,250","632,000",18,0.83,0.83,0.78,0.87,2月22日,0.78,2月25日,
073909 精成科群益04購01,"892,300","813,000",51,1.1,1.07,1.45,1.45,2月26日,0.82,2月4日,
073910 康舒群益04購01,"135,850","208,000",8,0.65,0.66,0.59,0.8,2月22日,0.59,2月25日,
073911 南帝元大04購03,"849,520","1,177,000",52,0.72,0.64,0.64,0.89,2月25日,0.46,2月17日,
073914 鴻海元大04購08,"49,800","4,000",2,12.45,12.3,12.3,12.6,2月2日,12.3,2月2日,
073916 台光電元大04購02,"917,500","756,000",27,1.21,1.13,1.23,1.44,2月24日,0.8,2月1日,
073918 精元元大04購04,"23,330","70,000",4,0.33,0.32,0.26,0.35,2月22日,0.26,2月26日,
073919 漢唐元大04購02,"9,450","5,000",1,1.89,1.89,1.89,1.89,2月17日,1.89,2月17日,
073920 友達元大07購01,"11,294,700","3,524,000",309,3.21,3.49,4.48,5.3,2月25日,2.22,2月1日,
073921 可成元大04購13,"9,700","10,000",2,0.97,0.97,0.97,0.97,2月5日,0.97,2月5日,
073922 強茂元大04購04,"6,611,510","3,975,000",121,1.66,1.49,1.72,1.9,2月22日,1.1,2月5日,
073923 瑞軒元大04購01,"593,590","1,020,000",13,0.58,0.58,0.6,0.62,2月3日,0.53,2月18日,
073924 聯陽元大04購03,"2,064,350","1,764,000",50,1.17,1.08,1.12,1.52,2月23日,0.63,2月19日,
073925 奇鋐元大05購02,"1,149,400","1,654,000",23,0.69,0.69,0.63,0.78,2月19日,0.63,2月26日,
073927 欣興元大06購01,"1,190,070","760,000",57,1.57,1.49,1.71,2.03,2月24日,1,2月4日,
073928 玉晶光元大07購03,"7,400","13,000",3,0.57,0.58,0.56,0.6,2月25日,0.56,2月26日,
073929 群創元大04購05,"272,750","67,000",4,4.07,3.58,4.18,4.18,2月22日,2.72,2月1日,
073930 智易元大04購04,"5,500","20,000",2,0.28,0.29,0.29,0.29,2月1日,0.23,2月1日,
073932 材料元大04購02,"48,510","218,000",6,0.22,0.22,0.23,0.24,2月23日,0.21,2月22日,
073933 聯茂元大05購02,"127,350","106,000",13,1.2,1.21,1.37,1.37,2月25日,1.06,2月3日,
073934 燿華麥證04購01,"54,370","150,000",16,0.36,0.38,0.43,0.45,2月18日,0.3,2月1日,
073935 漢唐麥證04購01,"57,100","35,000",5,1.63,1.61,1.52,1.68,2月19日,1.52,2月25日,
073936 奇力新麥證04購01,"440,160","738,000",46,0.6,0.58,0.72,0.74,2月26日,0.51,2月19日,
073937 健鼎麥證04購01,"289,440","238,000",7,1.22,1.28,1.47,1.47,2月26日,1.13,2月5日,
073939 南帝康和04購01,"1,011,070","2,679,000",31,0.38,0.38,0.44,0.58,2月23日,0.26,2月19日,
073940 台達化凱基04購02,"252,930","455,000",16,0.56,0.54,0.5,0.65,2月24日,0.41,2月4日,
073941 中鴻凱基05購01,"940,830","421,000",51,2.23,2.09,3.37,3.47,2月25日,1.27,2月5日,
073942 南帝凱基04購01,"10,350","58,000",7,0.18,0.22,0.3,0.3,2月23日,0.17,2月22日,
073946 南亞科凱基04購01,"3,467,900","1,066,000",84,3.25,4.03,4.73,5.65,2月24日,2.05,2月1日,
073947 可成凱基04購06,"95,350","271,000",12,0.35,0.34,0.32,0.4,2月23日,0.31,2月19日,
073948 瑞軒凱基04購01,"246,680","486,000",6,0.51,0.51,0.53,0.55,2月24日,0.48,2月17日,
073949 宏達電凱基04購01,"209,440","862,000",16,0.24,0.27,0.22,0.32,2月23日,0.22,2月26日,
073951 富邦金凱基04購01,"6,997,220","2,470,000",208,2.83,2.73,3.13,3.87,2月25日,1.87,2月2日,
073952 嘉晶凱基04購02,"299,290","268,000",25,1.12,1.14,1.18,1.45,2月22日,0.9,2月1日,
073953 聯詠凱基04購02,"165,740","39,000",11,4.25,5.06,6.85,6.85,2月17日,3.62,2月2日,
073954 精成科凱基04購01,"1,171,950","1,030,000",71,1.14,1.06,1.43,1.43,2月26日,0.81,2月1日,
073955 康舒凱基04購01,"186,240","424,000",13,0.44,0.43,0.37,0.52,2月22日,0.37,2月25日,
073960 FBVIX國泰06購01,"455,240","803,000",46,0.57,0.56,0.49,0.86,2月1日,0.42,2月25日,
073962 宏達電國泰06購01,"579,090","972,000",41,0.6,0.6,0.65,0.69,2月22日,0.54,2月5日,
073963 大立光國泰06購04,"900,320","915,000",27,0.98,0.86,0.84,1.18,2月24日,0.56,2月2日,
073964 欣興國泰08購01,"2,952,730","1,987,000",104,1.49,1.3,1.52,1.78,2月24日,0.94,2月4日,
073966 鴻海富邦04購01,"409,000","52,000",11,7.87,8.3,7.95,9.9,2月2日,6.25,2月19日,
073967 大立光富邦08購02,"3,215,380","4,706,000",159,0.68,0.66,0.65,0.91,2月25日,0.44,2月1日,
073968 緯穎富邦06購01,"2,073,150","2,834,000",80,0.73,0.69,0.52,0.81,2月17日,0.52,2月26日,
073970 和桐永豐04購01,"104,750","333,000",7,0.31,0.32,0.33,0.33,2月24日,0.3,2月2日,
073971 英業達永豐04購01,"1,509,860","1,499,000",65,1.01,0.92,1.03,1.08,2月24日,0.75,2月5日,
073972 技嘉永豐04購01,"2,438,200","1,870,000",130,1.3,1.16,1.28,1.76,2月23日,0.77,2月2日,
073973 南亞科永豐04購02,"1,263,160","370,000",36,3.41,3.76,4.48,4.48,2月19日,2.5,2月1日,
073974 大立光永豐04購02,"3,376,190","3,029,000",120,1.11,1.26,1.35,1.98,2月22日,0.78,2月1日,
073975 日電貿永豐04購01,"1,617,170","1,348,000",86,1.2,1.11,1.24,1.43,2月23日,0.77,2月1日,
073976 茂林永豐04購01,"77,800","176,000",10,0.44,0.44,0.41,0.47,2月23日,0.41,2月24日,
073977 精成科永豐04購01,"3,872,030","3,067,000",136,1.26,1.26,1.7,1.7,2月26日,0.92,2月1日,
073978 寶成永豐04購01,"3,537,030","2,913,000",86,1.21,1.24,1.49,1.54,2月25日,1.04,2月5日,
073980 上銀統一05購02,"5,400","2,000",1,2.7,2.7,2.7,2.7,2月19日,2.7,2月19日,
073981 大立光統一04購07,"81,480","192,000",11,0.42,0.52,0.79,0.79,2月23日,0.32,2月1日,
073982 大立光統一06購06,"4,863,070","3,640,000",67,1.34,1.42,1.46,1.9,2月25日,1,2月1日,
073983 玉晶光統一06購01,"360,020","562,000",10,0.64,0.62,0.53,0.68,2月22日,0.53,2月25日,
073984 祥碩統一06購02,"2,383,050","2,035,000",92,1.17,1.53,1.12,2.38,2月2日,1,2月23日,
073985 矽創統一04購01,"1,232,760","384,000",32,3.21,3.15,4.28,4.28,2月26日,2.53,2月1日,
073987 華城元富04購01,"5,100","30,000",1,0.17,0.17,0.17,0.17,2月17日,0.17,2月17日,
073988 華城元富06購01,"97,000","350,000",5,0.28,0.27,0.24,0.3,2月2日,0.24,2月3日,
073989 亞德客元富08購01,"28,960","8,000",1,3.62,3.62,3.62,3.62,2月5日,3.62,2月5日,
073990 喬山元富08購01,"976,640","329,000",23,2.97,3.17,3.35,3.42,2月23日,2.77,2月2日,
073991 南帝元富08購01,"1,267,900","898,000",68,1.41,1.35,1.59,1.77,2月25日,1.11,2月4日,
073992 金寶元富06購01,"8,627,490","9,380,000",146,0.92,0.93,1,1.24,2月24日,0.79,2月1日,
073993 敬鵬元富08購01,"1,205,430","596,000",39,2.02,1.96,1.87,2.14,2月23日,1.81,2月18日,
073994 精元元富08購03,"637,180","472,000",42,1.35,1.32,1.22,1.48,2月23日,1.22,2月26日,
073995 京元電元富0A購01,"1,818,780","731,000",52,2.49,2.36,2.52,2.68,2月17日,1.93,2月1日,
073999 康舒元富08購01,"436,970","248,000",9,1.76,1.75,1.86,1.86,2月22日,1.63,2月17日,
074000 長興凱基04購01,"491,490","499,000",20,0.98,0.99,1.1,1.11,2月26日,0.88,2月4日,
074002 台積電凱基04購14,"2,360,400","224,000",32,10.54,10.73,7.7,13.9,2月17日,7.7,2月26日,
074004 技嘉凱基04購02,"778,150","661,000",70,1.18,1.1,1.13,1.66,2月23日,0.64,2月1日,
074005 聯發科凱基04購10,"744,210","300,000",35,2.48,2.72,3.12,3.12,2月5日,2.13,2月1日,
074006 大立光凱基04購10,"1,507,360","1,052,000",49,1.43,1.7,2.43,2.49,2月24日,0.93,2月2日,
074007 大立光凱基04購11,"401,230","285,000",26,1.41,1.56,2.13,2.16,2月22日,0.81,2月5日,
074008 亞光凱基05購01,"2,515,870","1,228,000",108,2.05,2.24,2.72,4.3,2月24日,1.1,2月1日,
074009 景碩凱基04購02,"1,954,700","953,000",115,2.05,1.96,2.43,2.71,2月25日,0.92,2月4日,
074010 新唐凱基04購01,"653,560","1,414,000",30,0.46,0.48,0.5,0.62,2月22日,0.38,2月2日,
074012 GIS凱基04購01,"11,310","57,000",5,0.2,0.2,0.19,0.21,2月17日,0.18,2月19日,
074013 南電凱基06購01,"172,850","34,000",9,5.08,5.87,7.55,7.55,2月24日,4.3,2月1日,
074014 T50反1群益04購04,210,"21,000",1,0.01,0.01,0.01,0.01,2月26日,0.01,2月26日,
074015 永冠群益04購02,"2,950","59,000",1,0.05,0.05,0.05,0.05,2月5日,0.05,2月5日,
074016 南帝群益04購02,"703,310","1,055,000",36,0.67,0.65,0.67,0.88,2月25日,0.47,2月4日,
074019 華邦電群益04購02,"19,200","2,000",2,9.6,9.6,10.1,10.1,2月17日,9.1,2月4日,
074020 強茂群益04購02,"4,766,970","2,199,000",123,2.17,2.18,2.34,2.87,2月23日,1.58,2月5日,
074021 玉晶光群益04購06,"622,570","920,000",45,0.68,0.7,0.79,0.91,2月3日,0.5,2月18日,
074022 宏碁麥證04購01,"1,841,310","2,899,000",65,0.64,0.6,0.58,0.78,2月25日,0.48,2月2日,
